gene,true_mean,poisson_mean,poisson_var,poisson_frac_zero,nb_mean,nb_var,nb_frac_zero,nb_est_dispersion
gene_0,828.7989332956554,827.05,905.125641025641,0.0,814.65,20815.05384615385,0.0,0.03013676567310253
gene_1,6.771502958848132,7.425,8.660897435897436,0.0,7.3,13.24102564102564,0.0,0.11148481217703426
gene_2,538.7184111486816,539.3,527.0871794871795,0.0,548.0,12309.794871794871,0.0,0.03916629439432985
gene_3,2.6056944234565638,2.55,1.9974358974358977,0.025,2.375,4.907051282051282,0.225,0.4488955180680131
gene_4,4.1384689816010205,4.15,4.233333333333334,0.0,3.8,11.65128205128205,0.175,0.5437175935414359
gene_5,0.8190667863416751,0.6,0.5025641025641026,0.5,0.65,0.9,0.6,0.5917159749308497
gene_6,2.2191263300799395,2.3,2.574358974358974,0.05,2.05,3.6384615384615384,0.2,0.3779801399365993
gene_7,4.119729968538878,3.95,4.151282051282052,0.075,4.45,12.04871794871795,0.05,0.3837251836048087
gene_8,748.6474645989767,744.925,763.5583333333333,0.0,762.025,11633.409615384615,0.0,0.018721749135514085
gene_9,2.647124179212879,2.45,1.6384615384615384,0.05,2.525,4.358333333333333,0.225,0.28755350778092814
gene_10,11.054050064234879,10.9,9.938461538461539,0.0,11.3,42.01025641025641,0.0,0.24050635453062807
gene_11,43.10700332300978,43.625,32.75320512820513,0.0,48.225,283.30705128205136,0.0,0.10108227295832549
gene_12,333.1766352924892,335.775,399.1532051282051,0.0,332.2,3417.1384615384613,0.0,0.027954211642327143
gene_13,333.54301311604354,338.325,591.4557692307693,0.0,340.55,3412.6641025641024,0.0,0.02648961051146719
gene_14,72.79215834140457,73.8,79.70256410256411,0.0,63.5,312.8205128205128,0.0,0.06183161084269353
gene_15,64.50007473704353,62.175,61.07115384615385,0.0,66.225,291.25576923076926,0.0,0.051309522239586514
gene_16,118.89181146051111,119.275,89.43525641025641,0.0,116.275,520.0506410256411,0.0,0.029865336947255475
gene_17,1.9038722483899586,1.7,1.7025641025641023,0.15,1.725,4.922435897435898,0.375,1.0745426242760276
gene_18,1.2654111192504753,1.35,1.6179487179487182,0.25,1.6,5.57948717948718,0.425,1.5544871788799577
gene_19,351.9268511621845,353.25,355.4230769230769,0.0,352.4,4459.887179487179,0.0,0.033075347604162884
gene_20,0.5134348011927337,0.575,0.507051282051282,0.525,0.775,1.2557692307692307,0.575,0.8004482496878792
gene_21,78.14679690887716,80.875,57.342948717948715,0.0,80.0,294.15384615384613,0.0,0.03346153846153323
gene_22,70.6859447622032,72.825,66.09679487179486,0.0,72.325,342.12243589743593,0.0,0.051577576664343726
gene_23,43.5073802883273,44.25,39.833333333333336,0.0,43.55,164.4076923076923,0.0,0.06372325898949759
gene_24,0.5134292356921325,0.55,0.35641025641025637,0.5,0.375,0.5480769230769231,0.75,1.2307692220170945
gene_25,835.9733978216927,835.975,855.2044871794873,0.0,833.925,10698.789102564104,0.0,0.014185254096089254
gene_26,10.872531976477395,11.4,14.451282051282051,0.0,10.8,37.241025641025644,0.0,0.22668917730451774
gene_27,23.125044403966307,22.7,16.369230769230768,0.0,23.35,70.79743589743589,0.0,0.08702398726638914
gene_28,0.3243119907593831,0.325,0.225,0.675,0.3,0.31794871794871793,0.75,0.19943019721430827
gene_29,2.3957134396614936,2.4,2.246153846153846,0.1,3.0,9.076923076923077,0.2,0.6752136751386514
gene_30,319.6807835193371,320.325,360.6352564102564,0.0,332.425,3242.0455128205126,0.0,0.02632988698357784
gene_31,9.739669705029725,9.975,8.948076923076924,0.0,8.8,28.061538461538465,0.0,0.24872854417987775
gene_32,118.95055676053492,116.35,74.3871794871795,0.0,119.075,643.250641025641,0.0,0.03696882561533269
gene_33,533.5206810983784,533.075,466.8916666666666,0.0,555.575,4198.301923076923,0.0,0.011801609103674964
gene_34,1.089330337965544,1.175,1.378846153846154,0.35,1.175,2.866025641025641,0.5,1.2248261764062034
gene_35,939.5227553068723,935.55,1122.3051282051283,0.0,926.375,20438.65064102564,0.0,0.022737058013095106
gene_36,1.3745522085760933,1.2,1.1897435897435897,0.3,1.425,1.4301282051282054,0.25,0.0025254318870692027
gene_37,617.1562876546852,625.35,390.18205128205125,0.0,617.325,5632.737820512821,0.0,0.013160698974990236
gene_38,0.6369285164207803,0.775,0.8455128205128207,0.5,1.075,2.3275641025641027,0.45,1.0838845659104106
gene_39,13.763773043830101,13.4,12.143589743589745,0.0,12.575,26.096794871794874,0.0,0.08551028538405743
gene_40,252.03578024597402,252.65,255.82307692307697,0.0,256.275,1465.3839743589745,0.0,0.01840996489027117
gene_41,3.0456705250894283,3.35,4.8999999999999995,0.075,2.2,3.8564102564102574,0.175,0.34223352398099655
gene_42,348.19320303057486,348.7,362.21538461538466,0.0,349.225,2429.4608974358976,0.0,0.01705697191720167
gene_43,826.9095545549319,830.125,608.2147435897435,0.0,801.425,19583.173717948717,0.0,0.029242214202493424
gene_44,279.25297019545906,285.175,213.01987179487182,0.0,275.35,1878.3358974358976,0.0,0.021142655817727285
gene_45,11.777621715312755,11.425,8.404487179487178,0.0,14.15,52.18205128205128,0.0,0.1899489382155419
gene_46,6.262958070763696,6.775,7.563461538461539,0.0,5.85,9.976923076923077,0.0,0.12059092926590656
gene_47,15.464754482047157,15.95,13.176923076923076,0.0,15.025,38.17884615384615,0.0,0.10256381861066205
gene_48,0.664714900158318,0.75,0.6538461538461539,0.45,0.425,0.8147435897435897,0.75,2.157749965873162
gene_49,1.9651281085036638,2.05,2.2025641025641023,0.075,2.325,5.609615384615385,0.225,0.6076291611067647
gene_50,23.877113762890637,25.4,33.220512820512816,0.0,22.925,59.09679487179488,0.0,0.06882581624300195
gene_51,116.49593706788347,117.625,109.26602564102564,0.0,114.875,833.8044871794872,0.0,0.05447976780775301
gene_52,11.781152051931876,10.875,8.112179487179487,0.0,12.375,29.21474358974359,0.0,0.10996261501240204
gene_53,3.7089646474125466,2.9,1.3743589743589741,0.0,4.25,15.115384615384615,0.075,0.6015437849014849
gene_54,654.2724169013073,655.275,666.5634615384616,0.0,658.6,9280.092307692306,0.0,0.019876457860332354
gene_55,134.46783954703514,133.575,147.6352564102564,0.0,133.475,878.4608974358974,0.0,0.04181654935642057
gene_56,14.196118292536331,13.55,16.97179487179487,0.0,12.65,34.07948717948718,0.0,0.13391546300897228
gene_57,12.602757466937954,12.175,11.686538461538463,0.0,12.275,32.819871794871794,0.0,0.1363516613568747
gene_58,129.4739242540478,130.0,136.87179487179486,0.0,123.775,527.973717948718,0.0,0.026383296712464296
gene_59,311.8168446023202,315.65,354.0282051282051,0.0,311.525,3013.3839743589747,0.0,0.027840489541714523
gene_60,3.367095648388843,3.625,3.7275641025641026,0.025,2.975,6.896794871794873,0.175,0.4431093703949453
gene_61,116.57374471818567,118.5,132.82051282051282,0.0,118.15,382.23333333333335,0.0,0.01891792682206692
gene_62,214.24340349199144,212.075,226.225,0.0,220.35,1289.976923076923,0.0,0.022029579940959724
gene_63,402.5357060923909,401.45,373.27948717948715,0.0,391.85,4507.464102564103,0.0,0.02680371209927783
gene_64,0.38629246725206295,0.4,0.34871794871794876,0.65,0.325,0.2762820512820513,0.7,0.0001
gene_65,19.675377194415603,20.25,24.807692307692307,0.0,20.35,78.79743589743589,0.0,0.14113562025075851
gene_66,44.13162115199102,44.2,55.39487179487178,0.0,46.35,211.9769230769231,0.0,0.07709593093068941
gene_67,3.0284564355390176,2.95,2.920512820512821,0.025,3.675,16.430128205128202,0.15,0.9444307985882751
gene_68,12.09096719943103,11.95,13.382051282051284,0.0,12.45,31.176923076923075,0.0,0.1208169099001775
